symbol,tf,mode,exit_mode,direction,entry_time,exit_time,entry,exit,sl,tp,outcome,bars_held,score,signal
BTC,5m,magnet,native,-1,2026-05-19 05:40:00+00:00,2026-05-19 06:25:00+00:00,76845.7890625,76970.95411064642,76970.95411064642,76428.1171875,loss,9,7.079318480388215,magnet
BTC,5m,magnet,native,1,2026-05-19 11:40:00+00:00,2026-05-19 13:25:00+00:00,76594.7265625,76547.53657780247,76547.53657780247,77242.40625,loss,21,7.738920366170088,magnet
BTC,5m,magnet,native,-1,2026-05-19 20:55:00+00:00,2026-05-19 22:15:00+00:00,76953.3515625,76664.4375,77022.30358389708,76664.4375,win,16,6.690093701447902,magnet
BTC,5m,magnet,native,1,2026-05-20 01:35:00+00:00,2026-05-20 05:05:00+00:00,76529.9921875,76907.7265625,76409.91106878172,76907.7265625,win,42,7.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-05-20 05:30:00+00:00,2026-05-20 06:20:00+00:00,77151.296875,77272.13988205149,77272.13988205149,76075.9765625,loss,10,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-05-20 10:10:00+00:00,2026-05-20 10:20:00+00:00,77516.03125,77547.06216899853,77547.06216899853,77121.9921875,loss,2,8.370058418555786,magnet
BTC,5m,magnet,native,-1,2026-05-20 12:55:00+00:00,2026-05-20 13:25:00+00:00,77549.3125,77245.9609375,77604.40604664577,77245.9609375,win,6,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-20 13:30:00+00:00,2026-05-20 13:35:00+00:00,77169.4296875,77097.37942736248,77097.37942736248,77583.84375,loss,1,6.967329598112038,magnet
BTC,5m,magnet,native,-1,2026-05-20 15:15:00+00:00,2026-05-21 00:45:00+00:00,77546.0234375,77709.51027174736,77709.51027174736,76819.8515625,loss,114,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-05-21 04:05:00+00:00,2026-05-21 05:45:00+00:00,77901.2109375,77720.0234375,78116.20951229063,77720.0234375,win,20,7.503462845314135,magnet
BTC,5m,magnet,native,-1,2026-05-21 08:15:00+00:00,2026-05-21 10:25:00+00:00,77961.75,77441.203125,78116.75524571996,77441.203125,win,26,6.969874485310205,magnet
BTC,5m,magnet,native,1,2026-05-21 12:20:00+00:00,2026-05-21 12:25:00+00:00,77050.140625,77020.04930755436,77020.04930755436,78086.0078125,loss,1,7.773448394603644,magnet
BTC,5m,magnet,native,1,2026-05-21 13:30:00+00:00,2026-05-21 13:35:00+00:00,77138.0,76977.82836045329,76977.82836045329,78086.0078125,loss,1,7.70700360776938,magnet
BTC,5m,magnet,native,-1,2026-05-21 15:45:00+00:00,2026-05-21 17:10:00+00:00,77262.0,77329.35571221936,77329.35571221936,76641.9921875,loss,17,7.417561579136902,magnet
BTC,5m,magnet,native,-1,2026-05-22 02:20:00+00:00,2026-05-22 03:05:00+00:00,77586.421875,77703.33077905382,77703.33077905382,77239.90625,loss,9,8.967958433994918,magnet
BTC,5m,magnet,native,1,2026-05-22 07:00:00+00:00,2026-05-22 07:05:00+00:00,77255.640625,77212.75267512661,77212.75267512661,77829.1484375,loss,1,6.6804658942851525,magnet
BTC,5m,magnet,native,1,2026-05-22 08:35:00+00:00,2026-05-22 08:40:00+00:00,77220.0078125,77177.20347930478,77177.20347930478,77829.1484375,loss,1,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-22 08:50:00+00:00,2026-05-22 08:55:00+00:00,77242.0,77177.46545268352,77177.46545268352,77829.1484375,loss,1,8.333333333333334,magnet
BTC,5m,magnet,native,1,2026-05-22 14:05:00+00:00,2026-05-22 14:15:00+00:00,77008.0078125,76872.78938924104,76872.78938924104,78016.828125,loss,2,8.472131957243684,magnet
BTC,5m,magnet,native,-1,2026-05-22 16:50:00+00:00,2026-05-22 17:25:00+00:00,76901.5390625,76967.6402107061,76967.6402107061,76491.3515625,loss,7,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-22 18:35:00+00:00,2026-05-22 18:45:00+00:00,76617.8984375,76453.04139192693,76453.04139192693,76995.4296875,loss,2,6.8271635067181835,magnet
BTC,5m,magnet,native,1,2026-05-22 22:40:00+00:00,2026-05-22 23:45:00+00:00,75557.7578125,75528.54562073377,75528.54562073377,75994.6015625,loss,13,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-23 07:25:00+00:00,2026-05-23 07:30:00+00:00,75202.0,75100.81830853042,75100.81830853042,75573.921875,loss,1,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-05-23 14:55:00+00:00,2026-05-23 18:10:00+00:00,75443.71875,75594.50583358557,75594.50583358557,74577.53125,loss,39,6.567952201354583,magnet
BTC,5m,magnet,native,-1,2026-05-23 19:30:00+00:00,2026-05-23 20:10:00+00:00,75828.8203125,75919.77921003742,75919.77921003742,75307.8203125,loss,8,8.42346356639652,magnet
BTC,5m,magnet,native,1,2026-05-24 04:40:00+00:00,2026-05-24 05:20:00+00:00,76678.8984375,76611.99246606157,76611.99246606157,76895.0625,loss,8,7.911277422902485,magnet
BTC,5m,magnet,native,-1,2026-05-24 10:25:00+00:00,2026-05-24 14:15:00+00:00,77131.9765625,76297.0,77334.09713663533,76297.0,win,46,7.3165283537377235,magnet
BTC,5m,magnet,native,-1,2026-05-24 19:55:00+00:00,2026-05-24 21:25:00+00:00,76677.7578125,76492.609375,76717.03096895604,76492.609375,win,18,8.502353898208705,magnet
BTC,5m,magnet,native,1,2026-05-24 21:35:00+00:00,2026-05-24 21:40:00+00:00,76117.921875,76095.63310814656,76095.63310814656,76692.5703125,loss,1,8.252486107695711,magnet
BTC,5m,magnet,native,-1,2026-05-25 02:05:00+00:00,2026-05-25 06:05:00+00:00,77306.1328125,77405.59772913839,77405.59772913839,76008.7109375,loss,48,6.56684165257955,magnet
BTC,5m,magnet,native,-1,2026-05-25 09:30:00+00:00,2026-05-25 09:35:00+00:00,77532.9921875,77548.00615637956,77548.00615637956,77111.8984375,loss,1,8.250718714755564,magnet
BTC,5m,magnet,native,1,2026-05-25 13:20:00+00:00,2026-05-25 14:45:00+00:00,77268.921875,77615.84375,77188.03986524694,77615.84375,win,17,8.515366137209341,magnet
BTC,5m,magnet,native,1,2026-05-25 20:35:00+00:00,2026-05-25 20:40:00+00:00,77264.0,77184.56272636386,77184.56272636386,77740.3671875,loss,1,8.406917439705282,magnet
BTC,5m,magnet,native,1,2026-05-25 21:20:00+00:00,2026-05-25 22:30:00+00:00,77218.65625,77184.1861436576,77184.1861436576,77740.3671875,loss,14,8.005562040750974,magnet
BTC,5m,magnet,native,1,2026-05-26 02:40:00+00:00,2026-05-26 02:45:00+00:00,76510.640625,76456.663035639,76456.663035639,77294.1875,loss,1,8.242896663480652,magnet
BTC,5m,magnet,native,1,2026-05-26 03:05:00+00:00,2026-05-26 03:25:00+00:00,76520.890625,76457.10317450433,76457.10317450433,77294.1875,loss,4,8.163264161953325,magnet
BTC,5m,magnet,native,1,2026-05-26 10:00:00+00:00,2026-05-26 10:05:00+00:00,76520.0,76491.74260836159,76491.74260836159,76766.90625,loss,1,7.015077424612876,magnet
BTC,5m,magnet,native,-1,2026-05-26 14:15:00+00:00,2026-05-26 14:20:00+00:00,77462.0390625,77567.35854049225,77567.35854049225,76514.3671875,loss,1,8.78861971589291,magnet
BTC,5m,magnet,native,1,2026-05-26 18:40:00+00:00,2026-05-26 18:55:00+00:00,75776.640625,75698.80049430742,75698.80049430742,76601.890625,loss,3,7.691736361280325,magnet
BTC,5m,magnet,native,1,2026-05-26 22:05:00+00:00,2026-05-26 22:45:00+00:00,75740.15625,75620.21953571898,75620.21953571898,76066.5625,loss,8,8.267371170854819,magnet
BTC,5m,magnet,native,-1,2026-05-27 07:35:00+00:00,2026-05-27 08:00:00+00:00,75773.7734375,75874.40060585481,75874.40060585481,75180.9765625,loss,5,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-27 12:00:00+00:00,2026-05-27 12:05:00+00:00,75618.90625,75562.3485929902,75562.3485929902,75919.9921875,loss,1,7.146771337066773,magnet
BTC,5m,magnet,native,-1,2026-05-27 12:20:00+00:00,2026-05-27 13:25:00+00:00,75730.0078125,75180.9765625,75945.33443324635,75180.9765625,win,13,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-27 17:55:00+00:00,2026-05-27 18:10:00+00:00,74713.03125,74591.97409566859,74591.97409566859,75354.296875,loss,3,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-27 23:25:00+00:00,2026-05-28 01:15:00+00:00,74177.109375,74113.35786630752,74113.35786630752,75279.2421875,loss,22,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-28 02:15:00+00:00,2026-05-28 02:20:00+00:00,74140.5,74113.7404204516,74113.7404204516,75279.2421875,loss,1,7.5,magnet
BTC,5m,magnet,native,1,2026-05-28 06:35:00+00:00,2026-05-28 14:05:00+00:00,72713.171875,72589.30276823216,72589.30276823216,74462.390625,loss,90,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-05-28 14:15:00+00:00,2026-05-28 14:45:00+00:00,73338.0,72641.4296875,73492.93611370192,72641.4296875,win,6,8.16344407523072,magnet
BTC,5m,magnet,native,1,2026-05-28 15:15:00+00:00,2026-05-28 15:20:00+00:00,72620.7421875,72598.758779845,72598.758779845,73426.921875,loss,1,7.228143296888168,magnet
BTC,5m,magnet,native,1,2026-05-28 16:00:00+00:00,2026-05-28 16:05:00+00:00,72645.2265625,72600.3284199043,72600.3284199043,73426.921875,loss,1,7.228143296888168,magnet
BTC,5m,magnet,native,-1,2026-05-28 17:35:00+00:00,2026-05-28 17:45:00+00:00,73413.7734375,73482.71286457159,73482.71286457159,72641.4296875,loss,2,7.77305984727402,magnet
BTC,5m,magnet,native,-1,2026-05-28 20:40:00+00:00,2026-05-28 21:35:00+00:00,73590.0078125,73653.76631603256,73653.76631603256,72641.4296875,loss,11,7.474223874145249,magnet
BTC,5m,magnet,native,1,2026-05-29 01:45:00+00:00,2026-05-29 02:25:00+00:00,73358.8984375,73324.89559111129,73324.89559111129,73830.1796875,loss,8,7.448619754268391,magnet
BTC,5m,magnet,native,1,2026-05-29 04:10:00+00:00,2026-05-29 06:20:00+00:00,73121.1484375,73761.109375,73046.37591233732,73761.109375,win,26,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-29 11:50:00+00:00,2026-05-29 12:10:00+00:00,73311.890625,73243.22559734009,73243.22559734009,73761.109375,loss,4,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-29 12:45:00+00:00,2026-05-29 13:05:00+00:00,73140.0234375,73063.26243685257,73063.26243685257,73761.109375,loss,4,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-29 14:15:00+00:00,2026-05-29 14:20:00+00:00,72670.0234375,72603.60650092446,72603.60650092446,73830.1796875,loss,1,7.228143296888168,magnet
BTC,5m,magnet,native,1,2026-05-29 14:25:00+00:00,2026-05-29 15:30:00+00:00,72599.84375,73830.1796875,72394.18093689332,73830.1796875,win,13,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-29 23:10:00+00:00,2026-05-29 23:20:00+00:00,73307.5703125,73247.34558001695,73247.34558001695,73740.5234375,loss,2,7.0777457895908835,magnet
BTC,5m,magnet,native,1,2026-05-30 04:25:00+00:00,2026-05-30 04:30:00+00:00,73249.921875,73192.0570164919,73192.0570164919,73696.5,loss,1,6.599290429327301,magnet
BTC,5m,magnet,native,-1,2026-05-30 12:20:00+00:00,2026-05-30 12:30:00+00:00,73530.0,73592.53168645948,73592.53168645948,73454.28125,loss,2,7.015242378810596,magnet
BTC,5m,magnet,native,-1,2026-05-30 13:20:00+00:00,2026-05-30 14:00:00+00:00,73681.9921875,73767.11817903112,73767.11817903112,73075.6484375,loss,8,6.695106966174653,magnet
BTC,5m,magnet,native,1,2026-05-30 17:30:00+00:00,2026-05-30 18:20:00+00:00,73755.203125,73981.8125,73708.59366810879,73981.8125,win,10,6.6637241435703825,magnet
BTC,5m,magnet,native,1,2026-05-30 21:50:00+00:00,2026-05-30 22:00:00+00:00,73855.859375,73790.30018782393,73790.30018782393,73981.8125,loss,2,8.4712998747937,magnet
BTC,5m,magnet,native,1,2026-05-30 22:05:00+00:00,2026-05-30 22:40:00+00:00,73785.7734375,73701.38077425385,73701.38077425385,73981.8125,loss,7,8.849213738019674,magnet
BTC,5m,magnet,native,-1,2026-05-31 01:10:00+00:00,2026-05-31 01:15:00+00:00,74031.296875,74040.00924428581,74040.00924428581,73454.28125,loss,1,8.414882305836148,magnet
BTC,5m,magnet,native,1,2026-05-31 05:40:00+00:00,2026-05-31 05:45:00+00:00,73992.1328125,73969.37976356744,73969.37976356744,74110.8125,loss,1,6.504621841376417,magnet
BTC,5m,magnet,native,-1,2026-05-31 09:30:00+00:00,2026-05-31 09:40:00+00:00,73849.1015625,73889.56572374099,73889.56572374099,73720.3125,loss,2,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-05-31 09:55:00+00:00,2026-05-31 10:00:00+00:00,73733.3828125,73703.02280690764,73703.02280690764,74110.8125,loss,1,7.899696757639376,magnet
BTC,5m,magnet,native,-1,2026-05-31 13:20:00+00:00,2026-05-31 14:00:00+00:00,73868.0234375,73671.2890625,73909.30687353198,73671.2890625,win,8,8.612586078445117,magnet
BTC,5m,magnet,native,1,2026-05-31 16:25:00+00:00,2026-05-31 16:30:00+00:00,73495.6015625,73390.56353039827,73390.56353039827,73658.3984375,loss,1,6.803351401153305,magnet
BTC,5m,magnet,native,-1,2026-05-31 20:20:00+00:00,2026-05-31 21:45:00+00:00,73576.25,73656.511431435,73656.511431435,73288.46875,loss,17,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-05-31 22:15:00+00:00,2026-05-31 23:00:00+00:00,73786.8671875,73912.02287012021,73912.02287012021,73347.9921875,loss,9,8.091570563962009,magnet
BTC,5m,magnet,native,1,2026-06-01 01:40:00+00:00,2026-06-01 01:45:00+00:00,73397.453125,73362.22991548936,73362.22991548936,73973.640625,loss,1,8.09296195458764,magnet
BTC,5m,magnet,native,1,2026-06-01 06:05:00+00:00,2026-06-01 06:20:00+00:00,73148.671875,73102.53516265612,73102.53516265612,73899.8984375,loss,3,7.862903993797894,magnet
BTC,5m,magnet,native,1,2026-06-01 10:30:00+00:00,2026-06-01 11:55:00+00:00,72548.71875,72487.96483796422,72487.96483796422,72993.65625,loss,17,8.45360180669319,magnet
BTC,5m,magnet,native,1,2026-06-01 14:55:00+00:00,2026-06-01 15:15:00+00:00,71418.65625,71206.9927044067,71206.9927044067,72993.65625,loss,4,7.452330931124493,magnet
BTC,5m,magnet,native,1,2026-06-01 21:00:00+00:00,2026-06-01 21:05:00+00:00,71325.9375,71241.30175775237,71241.30175775237,71685.140625,loss,1,7.028481543695437,magnet
BTC,5m,magnet,native,1,2026-06-02 01:35:00+00:00,2026-06-02 01:45:00+00:00,70762.7421875,70695.09522112827,70695.09522112827,71603.4921875,loss,2,6.906895095795635,magnet
BTC,5m,magnet,native,1,2026-06-02 01:55:00+00:00,2026-06-02 02:00:00+00:00,70588.0,70518.0143476839,70518.0143476839,71603.4921875,loss,1,8.034786339477506,magnet
BTC,5m,magnet,native,-1,2026-06-02 04:25:00+00:00,2026-06-02 06:45:00+00:00,70853.7890625,70058.6796875,70968.5522168841,70058.6796875,win,28,7.242669183980508,magnet
BTC,5m,magnet,native,1,2026-06-02 12:05:00+00:00,2026-06-02 12:15:00+00:00,69364.9375,69170.90659076518,69170.90659076518,69629.546875,loss,2,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-06-02 22:50:00+00:00,2026-06-02 22:55:00+00:00,66450.796875,66276.34394465253,66276.34394465253,67821.796875,loss,1,8.415389955642398,magnet
BTC,5m,magnet,native,-1,2026-06-03 05:10:00+00:00,2026-06-03 05:15:00+00:00,67031.4921875,67146.50955120315,67146.50955120315,65384.94921875,loss,1,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-06-03 09:15:00+00:00,2026-06-03 09:20:00+00:00,66758.53125,66733.47658117146,66733.47658117146,67407.34375,loss,1,6.7415584617930335,magnet
BTC,5m,magnet,native,1,2026-06-03 13:45:00+00:00,2026-06-03 15:05:00+00:00,66679.9921875,66496.42706380055,66496.42706380055,67358.828125,loss,16,8.940940269853701,magnet
BTC,5m,magnet,native,-1,2026-06-03 18:45:00+00:00,2026-06-03 19:50:00+00:00,65945.6484375,65466.890625,66143.59279593777,65466.890625,win,13,8.759371855164948,magnet
BTC,5m,magnet,native,1,2026-06-03 22:45:00+00:00,2026-06-03 23:00:00+00:00,64825.55078125,64648.60003731302,64648.60003731302,65753.2109375,loss,3,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-06-04 14:05:00+00:00,2026-06-05 06:00:00+00:00,64221.19140625,62132.4296875,64490.157057582575,62132.4296875,win,191,6.648550062049816,magnet
BTC,5m,magnet,native,1,2026-06-05 06:20:00+00:00,2026-06-05 13:50:00+00:00,61399.98828125,61221.625758759714,61221.625758759714,64062.44140625,loss,90,7.548750368575967,magnet
BTC,5m,magnet,native,1,2026-06-05 18:40:00+00:00,2026-06-05 18:45:00+00:00,59889.62109375,59659.19836658454,59659.19836658454,61505.3515625,loss,1,8.328775900726777,magnet
BTC,5m,magnet,native,-1,2026-06-05 20:50:00+00:00,2026-06-05 20:55:00+00:00,61476.6015625,61620.10587621555,61620.10587621555,59095.640625,loss,1,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-06-05 22:50:00+00:00,2026-06-07 05:15:00+00:00,61940.19140625,62042.736370843275,62042.736370843275,59095.640625,loss,365,8.12428198757658,magnet
BTC,5m,magnet,native,-1,2026-06-07 06:25:00+00:00,2026-06-07 06:30:00+00:00,61939.96875,62030.284362448234,62030.284362448234,59095.640625,loss,1,7.5,magnet
BTC,5m,magnet,native,-1,2026-06-07 16:20:00+00:00,2026-06-07 19:05:00+00:00,62238.078125,61647.1796875,62299.98065745629,61647.1796875,win,33,7.8118585393773525,magnet
BTC,5m,magnet,native,1,2026-06-07 19:40:00+00:00,2026-06-07 22:10:00+00:00,61188.30859375,62252.5703125,61110.12557564527,62252.5703125,win,30,6.506610488216018,magnet
BTC,5m,magnet,native,1,2026-06-08 04:40:00+00:00,2026-06-08 05:05:00+00:00,62662.8984375,62625.75951114488,62625.75951114488,63408.03125,loss,5,8.305194200323985,magnet
BTC,5m,magnet,native,-1,2026-06-08 09:15:00+00:00,2026-06-08 09:20:00+00:00,63409.28125,63459.69994331417,63459.69994331417,62784.671875,loss,1,7.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-06-08 11:15:00+00:00,2026-06-08 11:20:00+00:00,63504.0,63548.300197612356,63548.300197612356,62941.171875,loss,1,7.987083145908855,magnet
BTC,5m,magnet,native,-1,2026-06-08 11:35:00+00:00,2026-06-08 12:00:00+00:00,63694.0,62941.171875,63881.757758413085,62941.171875,win,5,8.522845989491781,magnet
BTC,5m,magnet,native,-1,2026-06-08 12:55:00+00:00,2026-06-08 13:10:00+00:00,63765.73828125,63893.34488531508,63893.34488531508,62373.921875,loss,3,8.686849824201406,magnet
BTC,5m,magnet,native,-1,2026-06-08 13:20:00+00:00,2026-06-08 14:30:00+00:00,63682.69140625,63892.900669350485,63892.900669350485,62687.33984375,loss,14,8.333333333333334,magnet
BTC,5m,magnet,native,-1,2026-06-08 14:55:00+00:00,2026-06-08 15:10:00+00:00,63930.7109375,64179.565552937616,64179.565552937616,61621.16015625,loss,3,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-06-08 23:15:00+00:00,2026-06-08 23:20:00+00:00,63123.01171875,63102.07850482404,63102.07850482404,63832.12109375,loss,1,7.465152748656642,magnet
BTC,5m,magnet,native,1,2026-06-09 00:25:00+00:00,2026-06-09 00:30:00+00:00,62696.87109375,62626.67941845284,62626.67941845284,63832.12109375,loss,1,7.226034972431159,magnet
BTC,5m,magnet,native,1,2026-06-09 00:45:00+00:00,2026-06-09 13:15:00+00:00,62417.98828125,62323.74666932703,62323.74666932703,63832.12109375,loss,150,8.434640058688409,magnet
BTC,5m,magnet,native,1,2026-06-09 15:55:00+00:00,2026-06-09 16:00:00+00:00,61076.51953125,61050.04650612618,61050.04650612618,62789.0390625,loss,1,8.749507483273938,magnet
BTC,5m,magnet,native,-1,2026-06-09 19:25:00+00:00,2026-06-09 19:30:00+00:00,61816.55078125,61950.663235774155,61950.663235774155,60743.05078125,loss,1,6.661207353575013,magnet
BTC,5m,magnet,native,1,2026-06-09 23:10:00+00:00,2026-06-09 23:35:00+00:00,61701.66015625,61574.49179192545,61574.49179192545,62221.421875,loss,5,9.089853712558556,magnet
BTC,5m,magnet,native,1,2026-06-10 02:15:00+00:00,2026-06-10 02:25:00+00:00,61383.98828125,61363.441493560895,61363.441493560895,61931.9609375,loss,2,8.72854929936352,magnet
BTC,5m,magnet,native,1,2026-06-10 04:35:00+00:00,2026-06-10 04:45:00+00:00,61220.0,61150.6904664775,61150.6904664775,61931.9609375,loss,2,8.21536814443363,magnet
BTC,5m,magnet,native,1,2026-06-10 04:55:00+00:00,2026-06-10 05:00:00+00:00,61248.1796875,61150.987028927455,61150.987028927455,61542.6484375,loss,1,8.333333333333334,magnet
BTC,5m,magnet,native,-1,2026-06-10 07:00:00+00:00,2026-06-10 07:15:00+00:00,61486.0,61582.35191292482,61582.35191292482,61030.08984375,loss,3,6.61155501595827,magnet
BTC,5m,magnet,native,1,2026-06-10 09:10:00+00:00,2026-06-10 09:15:00+00:00,61010.921875,60993.72060966432,60993.72060966432,61738.94921875,loss,1,7.8055751979257675,magnet
BTC,5m,magnet,native,1,2026-06-10 09:20:00+00:00,2026-06-10 13:40:00+00:00,60907.69140625,62221.421875,60680.76293764024,62221.421875,win,52,8.677154479649328,magnet
BTC,5m,magnet,native,-1,2026-06-10 15:00:00+00:00,2026-06-10 15:45:00+00:00,62136.421875,62462.50462197864,62462.50462197864,60828.94921875,loss,9,7.9306906412353095,magnet
BTC,5m,magnet,native,-1,2026-06-10 15:50:00+00:00,2026-06-11 06:20:00+00:00,62783.19140625,62835.57353670899,62835.57353670899,60743.05078125,loss,174,7.091887939970181,magnet
BTC,5m,magnet,native,-1,2026-06-11 08:35:00+00:00,2026-06-11 08:45:00+00:00,62897.01171875,62949.72891443854,62949.72891443854,61870.0,loss,2,7.827888830856402,magnet
BTC,5m,magnet,native,-1,2026-06-11 09:00:00+00:00,2026-06-11 10:50:00+00:00,62840.8203125,62949.9734899934,62949.9734899934,61870.0,loss,22,7.478633005688168,magnet
BTC,5m,magnet,native,-1,2026-06-11 13:50:00+00:00,2026-06-11 17:00:00+00:00,63106.109375,62439.1484375,63239.67647157089,62439.1484375,win,38,7.146817091197648,magnet
BTC,5m,magnet,native,-1,2026-06-11 17:30:00+00:00,2026-06-11 17:40:00+00:00,63210.3984375,63237.70654799001,63237.70654799001,61870.0,loss,2,6.6289045534346736,magnet
BTC,5m,magnet,native,-1,2026-06-11 19:30:00+00:00,2026-06-12 04:30:00+00:00,63675.62890625,63763.94437341704,63763.94437341704,62261.91015625,loss,108,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-06-12 05:35:00+00:00,2026-06-12 05:50:00+00:00,63302.4296875,63229.831822816755,63229.831822816755,63698.859375,loss,3,9.166666666666668,magnet
BTC,5m,magnet,native,1,2026-06-12 06:00:00+00:00,2026-06-12 06:10:00+00:00,63311.98828125,63198.68484555746,63198.68484555746,63698.859375,loss,2,8.333333333333334,magnet
BTC,5m,magnet,native,-1,2026-06-12 09:25:00+00:00,2026-06-12 09:30:00+00:00,63688.01953125,63728.96712519838,63728.96712519838,62759.98828125,loss,1,8.333333333333334,magnet
BTC,5m,magnet,native,-1,2026-06-13 07:40:00+00:00,2026-06-13 07:45:00+00:00,63787.9296875,63822.994163395895,63822.994163395895,63414.421875,loss,1,6.799005571100274,magnet
BTC,5m,magnet,native,-1,2026-06-13 10:50:00+00:00,2026-06-13 11:10:00+00:00,63805.62109375,63891.010076998056,63891.010076998056,63414.421875,loss,4,6.696477497978526,magnet
BTC,5m,magnet,native,-1,2026-06-13 12:45:00+00:00,2026-06-13 12:55:00+00:00,64031.58984375,64098.706407079844,64098.706407079844,63361.390625,loss,2,7.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-06-13 15:35:00+00:00,2026-06-13 21:40:00+00:00,64292.05859375,64391.17441123313,64391.17441123313,63361.390625,loss,73,7.507122657121044,magnet
BTC,5m,magnet,native,1,2026-06-14 04:40:00+00:00,2026-06-14 04:45:00+00:00,64364.62890625,64337.3189926792,64337.3189926792,64681.98828125,loss,1,6.504553315071995,magnet
BTC,5m,magnet,native,-1,2026-06-14 09:40:00+00:00,2026-06-14 09:50:00+00:00,64508.01953125,64550.48702972089,64550.48702972089,64192.33984375,loss,2,6.766216323414969,magnet
BTC,5m,magnet,native,1,2026-06-14 14:15:00+00:00,2026-06-14 14:25:00+00:00,64263.66015625,64175.78535873696,64175.78535873696,64608.578125,loss,2,7.166666666666668,magnet
BTC,5m,magnet,native,1,2026-06-14 14:35:00+00:00,2026-06-14 14:45:00+00:00,63876.37890625,63855.238005318526,63855.238005318526,64722.16015625,loss,2,7.422880473769522,magnet
BTC,5m,magnet,native,1,2026-06-14 16:55:00+00:00,2026-06-14 17:35:00+00:00,63908.80859375,63855.00590298164,63855.00590298164,64722.16015625,loss,8,7.182431716947207,magnet
BTC,5m,magnet,native,-1,2026-06-14 21:15:00+00:00,2026-06-14 21:20:00+00:00,64694.01953125,64704.48266230045,64704.48266230045,63707.98828125,loss,1,7.189240852183163,magnet
BTC,5m,magnet,native,-1,2026-06-14 23:15:00+00:00,2026-06-14 23:25:00+00:00,65521.87890625,65662.37969008902,65662.37969008902,63707.98828125,loss,2,9.166666666666668,magnet
BTC,5m,magnet,native,-1,2026-06-15 03:30:00+00:00,2026-06-15 03:40:00+00:00,65693.546875,65772.82979256116,65772.82979256116,65314.62109375,loss,2,7.815262341210623,magnet
BTC,5m,magnet,native,-1,2026-06-15 07:20:00+00:00,2026-06-15 09:30:00+00:00,65947.09375,65575.7421875,65981.86730524302,65575.7421875,win,26,7.928277006861732,magnet
BTC,5m,magnet,native,-1,2026-06-15 11:00:00+00:00,2026-06-15 11:15:00+00:00,65864.0234375,65981.3845111403,65981.3845111403,65384.25,loss,3,8.063511496113891,magnet
BTC,5m,magnet,native,-1,2026-06-15 15:40:00+00:00,2026-06-15 15:45:00+00:00,66862.3828125,66937.10010686923,66937.10010686923,66240.546875,loss,1,8.484278267429254,magnet
BTC,5m,magnet,native,1,2026-06-15 21:05:00+00:00,2026-06-15 21:30:00+00:00,66423.171875,66329.84440830338,66329.84440830338,67254.7265625,loss,5,7.207038319696107,magnet
BTC,5m,magnet,native,-1,2026-06-16 06:35:00+00:00,2026-06-16 06:50:00+00:00,66421.9375,66450.16248343428,66450.16248343428,65607.5390625,loss,3,7.048409642705629,magnet
BTC,5m,magnet,native,-1,2026-06-16 08:15:00+00:00,2026-06-16 08:30:00+00:00,66433.3203125,66541.3002612143,66541.3002612143,65607.5390625,loss,3,9.073826689899267,magnet
BTC,5m,magnet,native,1,2026-06-16 10:55:00+00:00,2026-06-16 11:25:00+00:00,66456.8984375,66392.28699317612,66392.28699317612,66936.6015625,loss,6,8.412104092561725,magnet
BTC,5m,magnet,native,1,2026-06-16 14:20:00+00:00,2026-06-16 14:25:00+00:00,65618.1875,65569.66873288101,65569.66873288101,66723.390625,loss,1,8.47295764751416,magnet
BTC,5m,magnet,native,1,2026-06-16 14:30:00+00:00,2026-06-17 07:50:00+00:00,65505.0,65343.683199722305,65343.683199722305,67254.7265625,loss,208,9.166666666666668,magnet
