symbol,tf,indicator,direction,entry_time,exit_time,entry,exit,sl,tp,outcome,bars_held
BTC,5m,Cardwell,-1,2026-05-19 04:20:00+00:00,2026-05-22 04:20:00+00:00,76665.3984375,77729.40625,78965.360390625,72832.128515625,timeout,864
BTC,5m,Cardwell,-1,2026-05-22 04:50:00+00:00,2026-05-25 04:50:00+00:00,77560.53125,77278.6015625,79887.3471875,73682.5046875,timeout,864
BTC,5m,Cardwell,-1,2026-05-25 07:20:00+00:00,2026-05-28 03:35:00+00:00,77167.96875,73309.5703125,79483.0078125,73309.5703125,win,819
BTC,5m,Cardwell,-1,2026-05-28 04:10:00+00:00,2026-05-31 04:10:00+00:00,72958.15625,74007.3125,75146.9009375,69310.2484375,timeout,864
BTC,5m,Cardwell,-1,2026-05-31 05:40:00+00:00,2026-06-02 02:05:00+00:00,73992.1328125,70292.526171875,76211.896796875,70292.526171875,win,533
BTC,5m,Cardwell,-1,2026-06-02 02:15:00+00:00,2026-06-02 19:30:00+00:00,70148.75,66641.3125,72253.2125,66641.3125,win,207
BTC,5m,Cardwell,-1,2026-06-02 20:15:00+00:00,2026-06-04 00:25:00+00:00,67031.25,63679.6875,69042.1875,63679.6875,win,338
BTC,5m,Cardwell,-1,2026-06-04 02:10:00+00:00,2026-06-04 03:30:00+00:00,62325.58984375,64195.3575390625,64195.3575390625,59209.3103515625,loss,16
BTC,5m,Cardwell,-1,2026-06-04 06:55:00+00:00,2026-06-05 13:55:00+00:00,63961.01953125,60762.9685546875,65879.8501171875,60762.9685546875,win,372
BTC,5m,Cardwell,-1,2026-06-05 16:30:00+00:00,2026-06-07 08:35:00+00:00,60742.69140625,62564.9721484375,62564.9721484375,57705.5568359375,loss,481
BTC,5m,Cardwell,1,2026-06-07 09:05:00+00:00,2026-06-09 16:05:00+00:00,62775.26171875,60892.0038671875,60892.0038671875,65914.0248046875,loss,660
BTC,5m,Cardwell,1,2026-06-09 17:20:00+00:00,2026-06-12 17:20:00+00:00,61705.21875,63741.30078125,59854.0621875,64790.4796875,timeout,864
BTC,5m,Cardwell,-1,2026-06-12 18:10:00+00:00,2026-06-14 23:25:00+00:00,63774.2109375,65687.437265625,65687.437265625,60585.500390625,loss,639
BTC,5m,Cardwell,1,2026-06-15 01:35:00+00:00,2026-06-18 01:35:00+00:00,65674.2578125,64564.4609375,63704.030078125,68957.970703125,timeout,864
BTC,5m,Cardwell,-1,2026-06-18 03:10:00+00:00,2026-06-21 03:10:00+00:00,64458.21875,64220.83984375,66391.9653125,61235.3078125,timeout,864
BTC,5m,Cardwell,1,2026-06-21 03:15:00+00:00,2026-06-23 08:20:00+00:00,64227.98828125,62301.1486328125,62301.1486328125,67439.3876953125,loss,637
BTC,5m,Cardwell,-1,2026-06-23 08:35:00+00:00,2026-06-24 17:45:00+00:00,62274.7109375,59160.975390625,64142.952265625,59160.975390625,win,398
BTC,5m,Cardwell,1,2026-06-24 20:00:00+00:00,2026-06-25 13:55:00+00:00,60140.1484375,58335.943984375,58335.943984375,63147.155859375,loss,215
BTC,5m,Cardwell,-1,2026-06-25 14:05:00+00:00,2026-06-28 14:05:00+00:00,59363.62109375,60048.0,61144.5297265625,56395.4400390625,timeout,864
BTC,5m,Cardwell,-1,2026-06-28 14:25:00+00:00,2026-07-01 14:25:00+00:00,60065.96875,59729.05078125,61867.9478125,57062.6703125,timeout,864
BTC,5m,Cardwell,-1,2026-07-01 20:00:00+00:00,2026-07-02 13:10:00+00:00,59854.6484375,61650.287890625,61650.287890625,56861.916015625,loss,206
BTC,5m,Cardwell,1,2026-07-02 14:50:00+00:00,2026-07-05 14:50:00+00:00,61498.83984375,62676.48828125,59653.8746484375,64573.7818359375,timeout,864
BTC,5m,Cardwell,-1,2026-07-05 15:45:00+00:00,2026-07-06 21:10:00+00:00,62674.83984375,64555.0850390625,64555.0850390625,59541.0978515625,loss,353
BTC,5m,Cardwell,1,2026-07-06 23:50:00+00:00,2026-07-08 08:20:00+00:00,64060.5390625,62138.722890625,62138.722890625,67263.566015625,loss,390
BTC,5m,Cardwell,1,2026-07-08 11:45:00+00:00,2026-07-11 11:45:00+00:00,62248.80078125,64146.96875,60381.3367578125,65361.2408203125,timeout,864
BTC,5m,Cardwell,1,2026-07-11 12:10:00+00:00,2026-07-13 13:40:00+00:00,64168.69140625,62243.6306640625,62243.6306640625,67377.1259765625,loss,594
BTC,5m,Cardwell,1,2026-07-13 15:10:00+00:00,2026-07-16 15:10:00+00:00,62709.91015625,64303.48828125,60828.6128515625,65845.4056640625,timeout,864
BTC,5m,Cardwell,-1,2026-07-16 16:40:00+00:00,2026-07-17 19:10:00+00:00,64330.58984375,64050.390625,66260.5075390625,61114.0603515625,timeout,318
BTC,5m,MACD,-1,2026-05-19 01:00:00+00:00,2026-05-22 01:00:00+00:00,77011.140625,77263.9296875,79321.47484375,73160.58359375,timeout,864
BTC,5m,MACD,1,2026-05-22 01:15:00+00:00,2026-05-23 00:40:00+00:00,77460.0,75136.2,75136.2,81333.0,loss,281
BTC,5m,MACD,1,2026-05-23 01:00:00+00:00,2026-05-26 01:00:00+00:00,75374.21875,76567.953125,73112.9921875,79142.9296875,timeout,864
BTC,5m,MACD,1,2026-05-26 01:25:00+00:00,2026-05-27 21:40:00+00:00,76710.0234375,74408.722734375,74408.722734375,80545.524609375,loss,531
BTC,5m,MACD,1,2026-05-27 22:30:00+00:00,2026-05-30 22:30:00+00:00,74485.359375,73779.0,72250.79859375,78209.62734375,timeout,864
BTC,5m,MACD,1,2026-05-30 23:00:00+00:00,2026-06-01 13:10:00+00:00,73878.1328125,71661.788828125,71661.788828125,77572.039453125,loss,458
BTC,5m,MACD,1,2026-06-01 14:00:00+00:00,2026-06-02 09:00:00+00:00,71757.8828125,69605.146328125,69605.146328125,75345.776953125,loss,228
BTC,5m,MACD,1,2026-06-02 09:55:00+00:00,2026-06-02 15:30:00+00:00,69319.390625,67239.80890625,67239.80890625,72785.36015625,loss,67
BTC,5m,MACD,1,2026-06-02 16:00:00+00:00,2026-06-03 19:50:00+00:00,67301.2109375,65282.174609375,65282.174609375,70666.271484375,loss,334
BTC,5m,MACD,1,2026-06-03 20:30:00+00:00,2026-06-04 00:25:00+00:00,65396.890625,63434.98390625,63434.98390625,68666.73515625,loss,47
BTC,5m,MACD,1,2026-06-04 02:15:00+00:00,2026-06-05 14:00:00+00:00,62422.828125,60550.14328125,60550.14328125,65543.96953125,loss,429
BTC,5m,MACD,1,2026-06-05 14:40:00+00:00,2026-06-07 22:15:00+00:00,60771.05078125,63809.6033203125,58947.9192578125,63809.6033203125,win,667
BTC,5m,MACD,-1,2026-06-07 23:00:00+00:00,2026-06-10 23:00:00+00:00,62830.80859375,61297.921875,64715.7328515625,59689.2681640625,timeout,864
BTC,5m,MACD,-1,2026-06-11 02:00:00+00:00,2026-06-12 15:00:00+00:00,62208.8984375,64075.165390625,64075.165390625,59098.453515625,loss,444
BTC,5m,MACD,-1,2026-06-12 15:40:00+00:00,2026-06-14 23:55:00+00:00,63847.8515625,65763.287109375,65763.287109375,60655.458984375,loss,675
BTC,5m,MACD,1,2026-06-15 01:40:00+00:00,2026-06-18 01:40:00+00:00,65670.71875,64555.96875,63700.5971875,68954.2546875,timeout,864
BTC,5m,MACD,1,2026-06-18 02:25:00+00:00,2026-06-18 15:40:00+00:00,64638.0390625,62698.897890625,62698.897890625,67869.941015625,loss,159
BTC,5m,MACD,1,2026-06-18 16:25:00+00:00,2026-06-21 16:25:00+00:00,62520.23046875,64103.83984375,60644.6235546875,65646.2419921875,timeout,864
BTC,5m,MACD,1,2026-06-21 17:05:00+00:00,2026-06-23 08:20:00+00:00,64128.51953125,62204.6639453125,62204.6639453125,67334.9455078125,loss,471
BTC,5m,MACD,1,2026-06-23 08:55:00+00:00,2026-06-24 15:45:00+00:00,62308.1484375,60438.903984375,60438.903984375,65423.555859375,loss,370
BTC,5m,MACD,1,2026-06-24 16:10:00+00:00,2026-06-25 13:55:00+00:00,60438.55078125,58625.3942578125,58625.3942578125,63460.4783203125,loss,261
BTC,5m,MACD,1,2026-06-25 14:30:00+00:00,2026-06-28 14:30:00+00:00,59960.0,60061.98828125,58161.2,62958.0,timeout,864
BTC,5m,MACD,-1,2026-06-28 14:50:00+00:00,2026-07-01 14:50:00+00:00,59937.98828125,59591.69921875,61736.1279296875,56941.0888671875,timeout,864
BTC,5m,MACD,1,2026-07-01 15:20:00+00:00,2026-07-04 15:20:00+00:00,60346.94140625,62847.3984375,58536.5331640625,63364.2884765625,timeout,864
BTC,5m,MACD,-1,2026-07-04 16:05:00+00:00,2026-07-07 16:05:00+00:00,62837.078125,63823.76953125,64722.19046875,59695.22421875,timeout,864
BTC,5m,MACD,-1,2026-07-07 16:15:00+00:00,2026-07-10 16:15:00+00:00,63800.12890625,64029.73828125,65714.1327734375,60610.1224609375,timeout,864
BTC,5m,MACD,-1,2026-07-10 16:40:00+00:00,2026-07-13 16:40:00+00:00,63882.078125,62288.171875,65798.54046875,60687.97421875,timeout,864
BTC,5m,MACD,1,2026-07-13 17:15:00+00:00,2026-07-15 13:00:00+00:00,62197.94921875,65307.8466796875,60332.0107421875,65307.8466796875,win,525
BTC,5m,MACD,-1,2026-07-15 13:45:00+00:00,2026-07-17 19:10:00+00:00,64909.6796875,64050.390625,66856.970078125,61664.195703125,timeout,641
BTC,5m,EWO_RSI,-1,2026-05-19 06:15:00+00:00,2026-05-22 06:15:00+00:00,76915.96875,77375.96875,79223.4478125,73070.1703125,timeout,864
BTC,5m,EWO_RSI,-1,2026-05-23 16:05:00+00:00,2026-05-25 15:10:00+00:00,75435.9375,77699.015625,77699.015625,71664.140625,loss,565
BTC,5m,EWO_RSI,-1,2026-05-25 15:20:00+00:00,2026-05-28 03:15:00+00:00,77547.2109375,73669.850390625,79873.627265625,73669.850390625,win,719
BTC,5m,EWO_RSI,-1,2026-05-28 18:35:00+00:00,2026-05-31 18:35:00+00:00,73471.9921875,73562.8984375,75676.151953125,69798.392578125,timeout,864
BTC,5m,EWO_RSI,-1,2026-06-04 14:25:00+00:00,2026-06-05 13:55:00+00:00,64095.83984375,60891.0478515625,66018.7150390625,60891.0478515625,win,282
BTC,5m,EWO_RSI,-1,2026-06-07 03:35:00+00:00,2026-06-07 22:10:00+00:00,61561.4296875,63408.272578125,63408.272578125,58483.358203125,loss,223
BTC,5m,EWO_RSI,-1,2026-06-07 23:15:00+00:00,2026-06-10 23:15:00+00:00,62844.0,61310.16015625,64729.32,59701.8,timeout,864
BTC,5m,EWO_RSI,1,2026-06-13 03:50:00+00:00,2026-06-15 13:15:00+00:00,63520.578125,66696.60703125,61614.96078125,66696.60703125,win,689
BTC,5m,EWO_RSI,-1,2026-06-15 15:20:00+00:00,2026-06-18 15:15:00+00:00,66623.9296875,63292.733203125,68622.647578125,63292.733203125,win,863
BTC,5m,EWO_RSI,1,2026-06-19 03:40:00+00:00,2026-06-22 03:40:00+00:00,62630.05078125,64099.19921875,60751.1492578125,65761.5533203125,timeout,864
BTC,5m,EWO_RSI,1,2026-06-23 09:10:00+00:00,2026-06-24 15:40:00+00:00,62352.0,60481.44,60481.44,65469.6,loss,366
BTC,5m,EWO_RSI,-1,2026-06-25 08:05:00+00:00,2026-06-25 13:55:00+00:00,61707.41015625,58622.0396484375,63558.6324609375,58622.0396484375,win,70
BTC,5m,EWO_RSI,-1,2026-06-25 22:10:00+00:00,2026-06-28 22:10:00+00:00,59813.890625,59532.30859375,61608.30734375,56823.19609375,timeout,864
BTC,5m,EWO_RSI,1,2026-06-30 09:10:00+00:00,2026-07-03 09:10:00+00:00,59242.46875,61626.55859375,57465.1946875,62204.5921875,timeout,864
BTC,5m,EWO_RSI,1,2026-07-05 01:50:00+00:00,2026-07-08 01:50:00+00:00,62830.0703125,63064.390625,60945.168203125,65971.573828125,timeout,864
BTC,5m,EWO_RSI,-1,2026-07-08 17:45:00+00:00,2026-07-10 04:35:00+00:00,62174.80859375,64040.0528515625,64040.0528515625,59066.0681640625,loss,418
BTC,5m,EWO_RSI,1,2026-07-10 15:15:00+00:00,2026-07-13 13:50:00+00:00,64019.3203125,62098.740703125,62098.740703125,67220.286328125,loss,847
BTC,5m,EWO_RSI,1,2026-07-15 02:05:00+00:00,2026-07-17 06:15:00+00:00,64657.12109375,62717.4074609375,62717.4074609375,67889.9771484375,loss,626
BTC,5m,EWO_RSI,-1,2026-07-17 11:00:00+00:00,2026-07-17 19:10:00+00:00,63068.9609375,64050.390625,64961.029765625,59915.512890625,timeout,98
BTC,5m,Elliott_ZZ,1,2026-05-19 02:40:00+00:00,2026-05-22 02:40:00+00:00,76689.953125,77556.7265625,74389.25453125,80524.45078125,timeout,864
BTC,5m,Elliott_ZZ,1,2026-05-22 03:25:00+00:00,2026-05-22 23:45:00+00:00,77728.8125,75396.948125,75396.948125,81615.253125,loss,244
BTC,5m,Elliott_ZZ,-1,2026-05-22 23:50:00+00:00,2026-05-25 15:10:00+00:00,75470.171875,77734.27703125,77734.27703125,71696.66328125,loss,760
BTC,5m,Elliott_ZZ,-1,2026-05-25 15:50:00+00:00,2026-05-28 03:15:00+00:00,77544.0625,73666.859375,79870.384375,73666.859375,win,713
BTC,5m,Elliott_ZZ,-1,2026-05-28 03:45:00+00:00,2026-05-31 03:45:00+00:00,73285.828125,74072.0234375,75484.40296875,69621.53671875,timeout,864
BTC,5m,Elliott_ZZ,-1,2026-05-31 04:15:00+00:00,2026-06-02 02:05:00+00:00,74017.5,70316.625,76238.025,70316.625,win,550
BTC,5m,Elliott_ZZ,1,2026-06-02 02:55:00+00:00,2026-06-02 14:00:00+00:00,70735.96875,68613.8896875,68613.8896875,74272.7671875,loss,133
BTC,5m,Elliott_ZZ,1,2026-06-02 15:05:00+00:00,2026-06-03 03:40:00+00:00,67849.140625,65813.66640625,65813.66640625,71241.59765625,loss,151
BTC,5m,Elliott_ZZ,1,2026-06-03 04:30:00+00:00,2026-06-03 23:10:00+00:00,66361.4375,64370.594375,64370.594375,69679.509375,loss,224
BTC,5m,Elliott_ZZ,1,2026-06-04 02:40:00+00:00,2026-06-05 06:20:00+00:00,63334.08984375,61434.0671484375,61434.0671484375,66500.7943359375,loss,332
BTC,5m,Elliott_ZZ,1,2026-06-05 07:00:00+00:00,2026-06-05 16:10:00+00:00,61652.78125,59803.1978125,59803.1978125,64735.4203125,loss,110
BTC,5m,Elliott_ZZ,1,2026-06-05 16:50:00+00:00,2026-06-05 18:50:00+00:00,61324.62109375,59484.8824609375,59484.8824609375,64390.8521484375,loss,24
BTC,5m,Elliott_ZZ,1,2026-06-05 19:35:00+00:00,2026-06-07 08:45:00+00:00,59764.46875,62752.6921875,57971.5346875,62752.6921875,win,446
BTC,5m,Elliott_ZZ,-1,2026-06-07 09:25:00+00:00,2026-06-10 09:25:00+00:00,62665.71875,61158.921875,64545.6903125,59532.4328125,timeout,864
BTC,5m,Elliott_ZZ,1,2026-06-10 10:00:00+00:00,2026-06-12 15:10:00+00:00,61244.3203125,64306.536328125,59406.990703125,64306.536328125,win,638
BTC,5m,Elliott_ZZ,-1,2026-06-12 15:55:00+00:00,2026-06-14 21:50:00+00:00,63541.03125,65447.2621875,65447.2621875,60363.9796875,loss,647
BTC,5m,Elliott_ZZ,-1,2026-06-14 22:30:00+00:00,2026-06-15 15:50:00+00:00,65240.76171875,67197.9845703125,67197.9845703125,61978.7236328125,loss,208
BTC,5m,Elliott_ZZ,-1,2026-06-15 16:50:00+00:00,2026-06-18 04:45:00+00:00,67132.203125,63775.59296875,69146.16921875,63775.59296875,win,719
BTC,5m,Elliott_ZZ,1,2026-06-18 05:45:00+00:00,2026-06-21 05:45:00+00:00,63813.69140625,64173.390625,61899.2806640625,67004.3759765625,timeout,864
BTC,5m,Elliott_ZZ,1,2026-06-21 06:00:00+00:00,2026-06-23 08:20:00+00:00,64145.2109375,62220.854609375,62220.854609375,67352.471484375,loss,604
BTC,5m,Elliott_ZZ,1,2026-06-23 09:05:00+00:00,2026-06-24 15:45:00+00:00,62303.53125,60434.4253125,60434.4253125,65418.7078125,loss,368
BTC,5m,Elliott_ZZ,1,2026-06-24 18:25:00+00:00,2026-06-27 18:25:00+00:00,59621.80859375,60413.8984375,57833.1543359375,62602.8990234375,timeout,864
BTC,5m,Elliott_ZZ,1,2026-06-27 18:40:00+00:00,2026-06-30 12:45:00+00:00,60456.41015625,58642.7178515625,58642.7178515625,63479.2306640625,loss,793
BTC,5m,Elliott_ZZ,1,2026-06-30 14:15:00+00:00,2026-07-02 13:20:00+00:00,58871.609375,61815.18984375,57105.46109375,61815.18984375,win,565
BTC,5m,Elliott_ZZ,-1,2026-07-02 14:55:00+00:00,2026-07-05 14:55:00+00:00,61633.96875,62758.87109375,63482.9878125,58552.2703125,timeout,864
BTC,5m,Elliott_ZZ,1,2026-07-05 15:15:00+00:00,2026-07-08 15:15:00+00:00,62734.66015625,61604.8203125,60852.6203515625,65871.3931640625,timeout,864
BTC,5m,Elliott_ZZ,1,2026-07-08 16:05:00+00:00,2026-07-11 16:05:00+00:00,61820.0390625,64063.08984375,59965.437890625,64911.041015625,timeout,864
BTC,5m,Elliott_ZZ,1,2026-07-11 16:25:00+00:00,2026-07-13 13:40:00+00:00,64163.3984375,62238.496484375,62238.496484375,67371.568359375,loss,543
BTC,5m,Elliott_ZZ,-1,2026-07-13 14:15:00+00:00,2026-07-14 15:00:00+00:00,62385.19140625,64256.7471484375,64256.7471484375,59265.9318359375,loss,297
BTC,5m,Elliott_ZZ,-1,2026-07-14 16:10:00+00:00,2026-07-17 16:10:00+00:00,64698.078125,63437.828125,66639.02046875,61463.17421875,timeout,864
BTC,5m,Elliott_ZZ,-1,2026-07-17 18:25:00+00:00,2026-07-17 19:10:00+00:00,63922.671875,64050.390625,65840.35203125,60726.53828125,timeout,9
BTC,15m,Cardwell,-1,2026-05-19 12:30:00+00:00,2026-05-22 12:30:00+00:00,76831.4375,77341.578125,79136.380625,72989.865625,timeout,288
BTC,15m,Cardwell,-1,2026-05-22 13:15:00+00:00,2026-05-25 13:15:00+00:00,77206.6171875,77253.7109375,79522.815703125,73346.286328125,timeout,288
BTC,15m,Cardwell,-1,2026-05-25 19:45:00+00:00,2026-05-28 03:15:00+00:00,77380.6484375,73511.616015625,79702.067890625,73511.616015625,win,222
BTC,15m,Cardwell,-1,2026-05-28 04:45:00+00:00,2026-05-31 04:45:00+00:00,73035.9765625,74054.0,75227.055859375,69384.177734375,timeout,288
BTC,15m,Cardwell,1,2026-05-31 06:30:00+00:00,2026-06-01 13:00:00+00:00,73954.0703125,71735.448203125,71735.448203125,77651.773828125,loss,122
BTC,15m,Cardwell,-1,2026-06-01 14:00:00+00:00,2026-06-02 14:15:00+00:00,71537.9765625,67961.077734375,73684.115859375,67961.077734375,win,97
BTC,15m,Cardwell,-1,2026-06-02 16:15:00+00:00,2026-06-03 23:00:00+00:00,67721.6875,64335.603125,69753.338125,64335.603125,win,123
BTC,15m,Cardwell,-1,2026-06-04 02:15:00+00:00,2026-06-05 16:00:00+00:00,62925.98046875,59779.6814453125,64813.7598828125,59779.6814453125,win,151
BTC,15m,Cardwell,1,2026-06-05 21:00:00+00:00,2026-06-06 04:15:00+00:00,61834.5,59979.465,59979.465,64926.225,loss,29
BTC,15m,Cardwell,1,2026-06-06 06:00:00+00:00,2026-06-08 15:00:00+00:00,61121.76953125,64177.8580078125,59288.1164453125,64177.8580078125,win,228
BTC,15m,Cardwell,1,2026-06-08 18:00:00+00:00,2026-06-09 14:15:00+00:00,63565.05078125,61658.0992578125,61658.0992578125,66743.3033203125,loss,81
BTC,15m,Cardwell,1,2026-06-09 20:45:00+00:00,2026-06-12 20:45:00+00:00,62109.640625,63407.75,60246.35140625,65215.12265625,timeout,288
BTC,15m,Cardwell,1,2026-06-13 01:15:00+00:00,2026-06-15 13:15:00+00:00,63619.421875,66800.39296875,61710.83921875,66800.39296875,win,240
BTC,15m,Cardwell,-1,2026-06-15 21:30:00+00:00,2026-06-18 15:30:00+00:00,66409.140625,63088.68359375,68401.41484375,63088.68359375,win,264
BTC,15m,Cardwell,-1,2026-06-18 16:15:00+00:00,2026-06-21 04:15:00+00:00,62520.23046875,64395.8373828125,64395.8373828125,59394.2189453125,loss,240
BTC,15m,Cardwell,-1,2026-06-21 08:00:00+00:00,2026-06-24 08:00:00+00:00,64037.140625,62567.98828125,65958.25484375,60835.28359375,timeout,288
BTC,15m,Cardwell,1,2026-06-24 08:45:00+00:00,2026-06-24 14:15:00+00:00,62707.5,60826.275,60826.275,65842.875,loss,22
BTC,15m,Cardwell,-1,2026-06-24 14:30:00+00:00,2026-06-25 13:45:00+00:00,61092.19140625,58037.5818359375,62924.9571484375,58037.5818359375,win,93
BTC,15m,Cardwell,-1,2026-06-25 14:15:00+00:00,2026-06-28 14:15:00+00:00,59236.140625,60065.96875,61013.22484375,56274.33359375,timeout,288
BTC,15m,Cardwell,1,2026-06-29 02:45:00+00:00,2026-07-01 01:00:00+00:00,59653.359375,57863.75859375,57863.75859375,62636.02734375,loss,185
BTC,15m,Cardwell,-1,2026-07-01 01:15:00+00:00,2026-07-01 14:15:00+00:00,58258.359375,60006.11015625,60006.11015625,55345.44140625,loss,52
BTC,15m,Cardwell,-1,2026-07-02 00:30:00+00:00,2026-07-02 12:30:00+00:00,59559.5703125,61346.357421875,61346.357421875,56581.591796875,loss,48
BTC,15m,Cardwell,1,2026-07-02 14:30:00+00:00,2026-07-05 14:30:00+00:00,61365.7890625,62689.26953125,59524.815390625,64434.078515625,timeout,288
BTC,15m,Cardwell,1,2026-07-05 15:00:00+00:00,2026-07-08 15:00:00+00:00,62755.8984375,61534.01953125,60873.221484375,65893.693359375,timeout,288
BTC,15m,Cardwell,1,2026-07-08 17:30:00+00:00,2026-07-11 17:30:00+00:00,62205.80078125,64307.87890625,60339.6267578125,65316.0908203125,timeout,288
BTC,15m,Cardwell,-1,2026-07-11 22:30:00+00:00,2026-07-14 22:30:00+00:00,64167.46875,64871.48046875,66092.4928125,60959.0953125,timeout,288
BTC,15m,Cardwell,-1,2026-07-15 02:30:00+00:00,2026-07-17 19:00:00+00:00,64508.9296875,64039.359375,66444.197578125,61283.483203125,timeout,258
BTC,15m,MACD,1,2026-05-19 04:00:00+00:00,2026-05-22 04:00:00+00:00,76824.609375,77798.296875,74519.87109375,80665.83984375,timeout,288
BTC,15m,MACD,-1,2026-05-22 05:00:00+00:00,2026-05-25 05:00:00+00:00,77603.0078125,77324.7265625,79931.098046875,73722.857421875,timeout,288
BTC,15m,MACD,-1,2026-05-25 07:00:00+00:00,2026-05-28 03:30:00+00:00,77241.4375,73379.365625,79558.680625,73379.365625,win,274
BTC,15m,MACD,1,2026-05-28 06:15:00+00:00,2026-05-31 06:15:00+00:00,72802.0,73911.109375,70617.94,76442.1,timeout,288
BTC,15m,MACD,1,2026-05-31 09:30:00+00:00,2026-06-01 13:30:00+00:00,73848.09375,71632.6509375,71632.6509375,77540.4984375,loss,112
BTC,15m,MACD,1,2026-06-01 16:30:00+00:00,2026-06-02 12:30:00+00:00,71222.90625,69086.2190625,69086.2190625,74784.0515625,loss,80
BTC,15m,MACD,-1,2026-06-02 12:45:00+00:00,2026-06-03 03:45:00+00:00,68924.9375,65478.690625,70992.685625,65478.690625,win,60
BTC,15m,MACD,1,2026-06-03 04:45:00+00:00,2026-06-03 23:00:00+00:00,66371.65625,64380.5065625,64380.5065625,69690.2390625,loss,73
BTC,15m,MACD,1,2026-06-04 02:45:00+00:00,2026-06-05 06:15:00+00:00,63137.73828125,61243.6061328125,61243.6061328125,66294.6251953125,loss,110
BTC,15m,MACD,1,2026-06-05 07:45:00+00:00,2026-06-05 13:45:00+00:00,63044.51953125,61153.1839453125,61153.1839453125,66196.7455078125,loss,24
BTC,15m,MACD,1,2026-06-05 16:15:00+00:00,2026-06-07 22:15:00+00:00,60881.71875,63925.8046875,59055.2671875,63925.8046875,win,216
BTC,15m,MACD,-1,2026-06-08 01:15:00+00:00,2026-06-11 01:15:00+00:00,62793.12890625,62116.0703125,64676.9227734375,59653.4724609375,timeout,288
BTC,15m,MACD,-1,2026-06-11 07:00:00+00:00,2026-06-13 21:30:00+00:00,62580.0,64457.4,64457.4,59451.0,loss,250
BTC,15m,MACD,-1,2026-06-13 23:30:00+00:00,2026-06-15 12:30:00+00:00,64423.33984375,66356.0400390625,66356.0400390625,61202.1728515625,loss,148
BTC,15m,MACD,-1,2026-06-15 14:30:00+00:00,2026-06-18 14:30:00+00:00,66486.859375,63790.01953125,68481.46515625,63162.51640625,timeout,288
BTC,15m,MACD,1,2026-06-18 18:00:00+00:00,2026-06-21 18:00:00+00:00,62627.3515625,63922.51953125,60748.531015625,65758.719140625,timeout,288
BTC,15m,MACD,1,2026-06-21 18:45:00+00:00,2026-06-23 08:15:00+00:00,64140.0,62215.8,62215.8,67347.0,loss,150
BTC,15m,MACD,1,2026-06-23 09:45:00+00:00,2026-06-24 15:45:00+00:00,62307.1015625,60437.888515625,60437.888515625,65422.456640625,loss,120
BTC,15m,MACD,1,2026-06-24 18:45:00+00:00,2026-06-27 18:45:00+00:00,59496.78125,60475.421875,57711.8778125,62471.6203125,timeout,288
BTC,15m,MACD,1,2026-06-27 21:30:00+00:00,2026-06-30 12:45:00+00:00,60150.41015625,58345.8978515625,58345.8978515625,63157.9306640625,loss,253
BTC,15m,MACD,1,2026-06-30 14:15:00+00:00,2026-07-02 13:30:00+00:00,58926.19921875,61872.5091796875,57158.4132421875,61872.5091796875,win,189
BTC,15m,MACD,-1,2026-07-02 14:30:00+00:00,2026-07-04 17:45:00+00:00,61365.7890625,63206.762734375,63206.762734375,58297.499609375,loss,205
BTC,15m,MACD,-1,2026-07-04 20:15:00+00:00,2026-07-07 20:15:00+00:00,63114.1484375,63693.8515625,65007.572890625,59958.441015625,timeout,288
BTC,15m,MACD,1,2026-07-07 23:15:00+00:00,2026-07-08 09:15:00+00:00,63614.390625,61705.95890625,61705.95890625,66795.11015625,loss,40
BTC,15m,MACD,1,2026-07-08 10:30:00+00:00,2026-07-11 10:30:00+00:00,62086.01171875,64083.0703125,60223.4313671875,65190.3123046875,timeout,288
BTC,15m,MACD,1,2026-07-11 13:30:00+00:00,2026-07-13 13:30:00+00:00,64197.08984375,62271.1771484375,62271.1771484375,67406.9443359375,loss,192
BTC,15m,MACD,1,2026-07-13 14:45:00+00:00,2026-07-16 14:45:00+00:00,62713.05859375,64493.2109375,60831.6668359375,65848.7115234375,timeout,288
BTC,15m,MACD,-1,2026-07-16 16:30:00+00:00,2026-07-17 19:00:00+00:00,64330.58984375,64039.359375,66260.5075390625,61114.0603515625,timeout,106
BTC,15m,EWO_RSI,-1,2026-05-20 07:45:00+00:00,2026-05-23 07:45:00+00:00,77195.4765625,74516.7265625,79511.340859375,73335.702734375,timeout,288
BTC,15m,EWO_RSI,-1,2026-05-23 22:15:00+00:00,2026-05-26 22:15:00+00:00,76449.546875,75688.9609375,78743.03328125,72627.06953125,timeout,288
BTC,15m,EWO_RSI,-1,2026-05-31 02:15:00+00:00,2026-06-02 02:00:00+00:00,73852.5078125,70159.882421875,76068.083046875,70159.882421875,win,191
BTC,15m,EWO_RSI,1,2026-06-02 20:00:00+00:00,2026-06-03 19:45:00+00:00,67261.6328125,65243.783828125,65243.783828125,70624.714453125,loss,95
BTC,15m,EWO_RSI,-1,2026-06-08 01:00:00+00:00,2026-06-11 01:00:00+00:00,63034.0,61976.0,64925.02,59882.3,timeout,288
BTC,15m,EWO_RSI,-1,2026-06-11 07:00:00+00:00,2026-06-13 21:30:00+00:00,62580.0,64457.4,64457.4,59451.0,loss,250
